# Last modified: 07-11-2017@22:02:00
# LRG_TRANSCRIPT	HGNC_SYMBOL	CHROMOSOME	STRAND	TRANSCRIPT_START	TRANSCRIPT_STOP	EXONS_COORDS	LRG_PROTEIN	CDS_START	CDS_STOP
LRG_88t1	NCF2	1	-1	183524697	183559739	183524697-183525365,183529231-183529408,183532330-183532441,183532569-183532720,183533140-183533165,183534839-183534914,183536055-183536123,183536339-183536480,183538277-183538320,183539915-183539974,183542320-183542427,183543622-183543756,183546734-183546842,183556030-183556112,183559291-183559739	LRG_88p1	183525253	183559464
LRG_89t1	NFKBIA	14	-1	35870716	35873960	35870716-35871266,35871600-35871869,35871977-35872065,35872356-35872566,35872896-35873004,35873624-35873960	LRG_89p1	35871219	35873850
LRG_90t1	NHEJ1	2	-1	219940046	220025587	219940046-219941177,219941968-219942086,219942811-219942928,220011402-220011460,220012379-220012517,220022194-220022406,220022908-220023084,220025442-220025587	LRG_90p1	219941103	220023084
LRG_91t1	PNP	14	1	20937538	20946165	20937538-20937694,20940467-20940636,20942631-20942734,20942932-20943107,20943221-20943411,20944543-20946165	LRG_91p1	20937684	20944760
LRG_92t1	NRAS	1	-1	115247078	115259515	115247078-115250671,115250775-115250813,115251152-115251275,115252190-115252349,115256421-115256599,115258671-115258798,115259279-115259515	LRG_92p1	115251156	115258781
LRG_93t1	ORAI1	12	1	122064455	122079946	122064455-122064956,122078947-122079946	LRG_93p1	122064648	122079549
LRG_94t1	PRF1	10	-1	72357104	72362531	72357104-72358937,72360120-72360688,72362401-72362531	LRG_94p1	72357809	72360658
LRG_95t1	PTPRC	1	1	198608098	198726605	198608098-198608267,198608356-198608471,198661476-198661502,198665841-198666038,198668693-198668833,198671516-198671659,198672427-198672501,198673601-198673627,198675863-198676081,198677262-198677390,198678816-198678953,198682082-198682201,198685811-198685969,198687223-198687431,198691545-198691605,198697469-198697577,198698266-198698300,198700746-198700855,198701429-198701519,198701609-198701685,198703325-198703361,198703457-198703554,198704256-198704381,198710998-198711155,198711361-198711496,198713183-198713332,198717238-198717328,198718545-198718678,198719621-198719755,198721378-198721500,198721723-198721901,198723398-198723533,198725035-198726605	LRG_95p1	198608399	198725310
LRG_96t1	RAB27A	15	-1	55495792	55582001	55495792-55497903,55516087-55516210,55520807-55520910,55522599-55522684,55526980-55527154,55562363-55562482,55581914-55582001	LRG_96p1	55497705	55527132
LRG_97t1	RAC2	22	-1	37621310	37640305	37621310-37622079,37622711-37622843,37627271-37627430,37627972-37628034,37628841-37628958,37637627-37637698,37640154-37640305	LRG_97p1	37622713	37640188
LRG_98t1	RAG1	11	1	36589563	36601312	36589563-36589672,36594841-36601312	LRG_98p1	36594855	36597986
LRG_99t1	RAG2	11	-1	36613493	36619812	36613493-36615745,36619652-36619812	LRG_99p1	36614135	36615718
LRG_100t1	RASGRP2	11	-1	64494383	64512928	64494383-64494603,64494768-64494832,64496335-64496514,64497234-64497270,64497525-64497666,64502584-64502699,64503014-64503136,64503375-64503452,64504225-64504506,64506832-64506948,64507108-64507281,64507485-64507635,64508420-64508551,64508911-64508973,64509482-64509584,64510266-64510409,64512747-64512928	LRG_100p1	64494774	64510338
LRG_101t1	RFX5	1	-1	151313116	151319769	151313116-151315654,151315818-151315918,151316157-151316358,151316673-151316754,151316893-151317012,151317204-151317323,151317582-151317664,151318404-151318437,151318681-151318809,151318958-151319082,151319687-151319769	LRG_101p1	151314662	151318796
LRG_102t1	RFXANK	19	1	19303008	19312678	19303008-19303363,19303769-19303909,19304748-19304942,19307772-19307855,19307995-19308060,19308330-19308430,19308916-19309041,19309466-19309532,19309963-19310043,19312458-19312678	LRG_102p1	19304756	19312528
LRG_103t1	RFXAP	13	1	37393339	37403740	37393339-37394094,37399565-37399672,37401780-37403740	LRG_103p1	37393495	37401890
LRG_104t1	SBDS	7	-1	66452690	66460588	66452690-66453486,66456124-66456288,66458204-66458404,66459199-66459328,66460277-66460588	LRG_104p1	66453358	66460404
LRG_105t1	SERPING1	11	1	57365027	57382326	57365027-57365195,57365722-57365794,57367352-57367850,57369508-57369642,57373483-57373686,57373881-57374020,57379190-57379409,57381801-57382326	LRG_105p1	57365744	57382054
LRG_106t1	SH2D1A	X	1	123480132	123507010	123480132-123480629,123499611-123499674,123504026-123504170,123505201-123507010	LRG_106p1	123480493	123505241
LRG_107t1	SLC35C1	11	1	45826641	45834567	45826641-45827887,45832327-45834567	LRG_107p1	45827353	45832886
LRG_108t1	SMARCAL1	2	1	217277137	217347776	217277137-217277371,217278579-217278615,217279370-217280238,217280980-217281030,217285022-217285255,217288356-217288406,217293319-217293505,217297441-217297591,217300061-217300219,217303143-217303208,217311741-217311881,217315569-217315787,217329320-217329390,217332667-217332769,217339992-217340174,217341832-217341932,217342926-217343022,217347461-217347776	LRG_108p1	217279428	217347700
LRG_109t1	SP110	2	-1	231033634	231084827	231033634-231033953,231035337-231035477,231036412-231036483,231036782-231036890,231037560-231037675,231042254-231042396,231042873-231042971,231048288-231048356,231050710-231050859,231065601-231065681,231067295-231067444,231072706-231072774,231074646-231074723,231076185-231076268,231077062-231077145,231077476-231077742,231079665-231079833,231081496-231081643,231084589-231084827	LRG_109p1	231033840	231081642
LRG_110t1	SPINK5	5	1	147443535	147516925	147443535-147443662,147444910-147444935,147449886-147450013,147451711-147451783,147465968-147466095,147468105-147468168,147469057-147469184,147470728-147470791,147473917-147474044,147475381-147475468,147477430-147477557,147478797-147478878,147480017-147480144,147480918-147480999,147481344-147481471,147484515-147484563,147486600-147486727,147488316-147488400,147491331-147491458,147492431-147492497,147493925-147494052,147495933-147496029,147498000-147498127,147498549-147498621,147499572-147499699,147499858-147499954,147503396-147503523,147504328-147504400,147505286-147505413,147506546-147506642,147510822-147510952,147513360-147513450,147516546-147516925	LRG_110p1	147443608	147516554
LRG_111t1	STAT1	2	-1	191833762	191878976	191833762-191835443,191839556-191839658,191840538-191840613,191841566-191841751,191843582-191843727,191844498-191844592,191845346-191845395,191847109-191847244,191848368-191848466,191849036-191849119,191850345-191850386,191851580-191851673,191851765-191851794,191854341-191854400,191855954-191856046,191859787-191859945,191862582-191862733,191862943-191863034,191864352-191864430,191865800-191865889,191872289-191872387,191873689-191873833,191874602-191874730,191878251-191878404,191878744-191878976	LRG_111p1	191835429	191874729
LRG_112t1	STAT3	17	-1	40465343	40540513	40465343-40467818,40468807-40468919,40469200-40469242,40474300-40474512,40475022-40475161,40475278-40475372,40475591-40475643,40476729-40476864,40476981-40477079,40478134-40478217,40481428-40481475,40481572-40481665,40481765-40481794,40483490-40483549,40485691-40485783,40485909-40486067,40489453-40489604,40489781-40489875,40490749-40490830,40491332-40491427,40497577-40497675,40498587-40498731,40500407-40500557,40540297-40540513	LRG_112p1	40467763	40500534
LRG_113t1	STX11	6	1	144471654	144513076	144471654-144471840,144507760-144513076	LRG_113p1	144507765	144508628
LRG_114t1	TAPBP	6	-1	33267471	33282164	33267471-33269548,33271732-33271766,33271905-33271994,33272074-33272415,33272766-33273164,33280994-33281254,33281471-33281641,33281782-33282164	LRG_114p1	33269537	33281818
LRG_115t1	TCIRG1	11	1	67806483	67818366	67806483-67806586,67808735-67808855,67809220-67809298,67810110-67810330,67810413-67810498,67810838-67810964,67811038-67811120,67811281-67811374,67811599-67811811,67812425-67812569,67814900-67815039,67815114-67815271,67815349-67815439,67816346-67816464,67816548-67816761,67817130-67817255,67817429-67817533,67817604-67817721,67817954-67818131,67818208-67818366	LRG_115p1	67808739	67818286
LRG_116t1	TCN2	22	1	31003161	31023047	31003161-31003382,31006858-31007050,31008860-31009029,31010336-31010488,31011288-31011460,31011588-31011774,31013317-31013482,31018955-31019070,31022447-31023047	LRG_116p1	31003319	31022508
LRG_117t1	TLR3	4	1	186990309	187006252	186990309-186990402,186997767-186998214,186999994-187000185,187003474-187005326,187005799-187006252	LRG_117p1	186997774	187006027
LRG_118t1	TMC6	17	-1	76108999	76128488	76108999-76109292,76109629-76109705,76113350-76113428,76113549-76113725,76113883-76114016,76115052-76115127,76115378-76115473,76116734-76116913,76117094-76117245,76117637-76117792,76118686-76118830,76120070-76120260,76120605-76120862,76120970-76121066,76121239-76121344,76121807-76121965,76122358-76122447,76122605-76122729,76122858-76122987,76128422-76128488	LRG_118p1	76109229	76122913
LRG_119t1	TMC8	17	1	76126859	76139049	76126859-76126932,76127362-76127818,76127963-76128111,76128440-76128589,76128869-76128951,76129487-76129623,76129934-76130081,76130475-76130645,76130951-76131090,76133316-76133439,76133798-76133895,76134086-76134269,76134430-76134560,76134655-76134813,76135243-76135321,76136915-76139049	LRG_119p1	76127670	76137193
LRG_120t1	TNFRSF13B	17	-1	16842398	16875402	16842398-16843111,16843640-16843825,16852052-16852297,16855760-16855897,16875329-16875402	LRG_120p1	16842861	16875389
LRG_121t1	TYK2	19	-1	10461204	10491248	10461204-10461644,10461728-10461838,10463110-10463227,10463602-10463774,10464204-10464322,10464718-10464910,10465188-10465285,10467244-10467394,10468440-10468594,10468679-10468814,10469851-10469978,10472187-10472274,10472446-10472631,10472754-10472857,10472940-10473132,10473225-10473333,10475290-10475447,10475527-10475724,10476193-10476574,10477093-10477256,10478731-10478878,10478971-10479094,10488890-10489102,10490291-10490455,10491056-10491248	LRG_121p1	10461510	10489082
LRG_122t1	UNC13D	17	-1	73823306	73840798	73823306-73824167,73824868-73825064,73826109-73826232,73826443-73826563,73826659-73826742,73827179-73827250,73827324-73827429,73829047-73829126,73830156-73830224,73830406-73830612,73830699-73830797,73831001-73831144,73831490-73831610,73831728-73831858,73831936-73831987,73832093-73832190,73832281-73832337,73832420-73832510,73832653-73832777,73832882-73832999,73835920-73836023,73836099-73836191,73836306-73836410,73836588-73836657,73836843-73836911,73837038-73837082,73838514-73838694,73838938-73839004,73839095-73839154,73839240-73839347,73839565-73839600,73840302-73840798	LRG_122p1	73824046	73840418
LRG_123t1	UNC93B1	11	-1	67758575	67771593	67758575-67759328,67761147-67761265,67763082-67763355,67764073-67764255,67765146-67765269,67765829-67765922,67766643-67766775,67766989-67767150,67770492-67770645,67771127-67771268,67771418-67771593	LRG_123p1	67759017	67771513
LRG_124t1	UNG	12	1	109535415	109548798	109535415-109535616,109536237-109536443,109536994-109537089,109539707-109539804,109540644-109540732,109541238-109541416,109547634-109548798	LRG_124p1	109535485	109547774
LRG_125t1	WAS	X	1	48542186	48549818	48542186-48542374,48542672-48542812,48543936-48544022,48544123-48544225,48544335-48544376,48544470-48544523,48545170-48545344,48546443-48546485,48546689-48546842,48547049-48547455,48547709-48547823,48549498-48549818	LRG_125p1	48542243	48549553
LRG_126t1	ZAP70	2	1	98330031	98356323	98330031-98330137,98330379-98330457,98340479-98340901,98341555-98341715,98349346-98349484,98349588-98349675,98349760-98349806,98350007-98350058,98350983-98351175,98351713-98351919,98353936-98354128,98354220-98354360,98354458-98354570,98355838-98356323	LRG_126p1	98340500	98355961
LRG_127t1	CD55	1	1	207494817	207534311	207494817-207495210,207495727-207495912,207497904-207498095,207498967-207499066,207500097-207500182,207504453-207504641,207510038-207510163,207510674-207510754,207512742-207512762,207532891-207534311	LRG_127p1	207495111	207532955
LRG_128t1	BTK	X	-1	100604435	100641212	100604435-100604944,100608182-100608339,100608858-100608976,100609618-100609682,100611040-100611256,100611772-100611943,100612497-100612571,100613298-100613425,100613605-100613684,100614281-100614335,100615076-100615138,100615556-100615743,100617161-100617228,100617549-100617677,100624986-100625067,100626621-100626689,100629524-100629622,100630132-100630302,100641050-100641212	LRG_128p1	100604873	100630272
LRG_129t1	CFP	X	-1	47483612	47489704	47483612-47483839,47485457-47485568,47485727-47485918,47486172-47486345,47486540-47486731,47486870-47487040,47487501-47487676,47488923-47489073,47489168-47489308,47489528-47489704	LRG_129p1	47483674	47489243
LRG_130t1	APC	5	1	112073556	112181936	112073556-112073622,112090570-112090722,112102023-112102107,112102886-112103087,112111326-112111434,112116487-112116600,112128143-112128226,112136976-112137080,112151192-112151290,112154663-112155041,112157593-112157688,112162805-112162944,112163626-112163703,112164553-112164669,112170648-112170862,112173250-112181936	LRG_130p1	112090588	112179823
LRG_130t2	APC	5	1	112073556	112181936	112073556-112073622,112074050-112074157,112090570-112090722,112102023-112102107,112102886-112103087,112111326-112111434,112116487-112116600,112128143-112128226,112136976-112137080,112151192-112151290,112154663-112155041,112157593-112157688,112162805-112162944,112163626-112163703,112164553-112164669,112170648-112170862,112173250-112181936	LRG_130p2	112090588	112179823
LRG_130t3	APC	5	1	112043218	112181936	112043218-112043579,112090570-112090722,112102023-112102107,112102886-112103087,112111326-112111434,112116487-112116600,112128143-112128226,112136976-112137080,112151192-112151290,112154663-112155041,112157593-112157688,112162805-112162944,112163626-112163703,112164553-112164669,112170648-112170862,112173250-112181936	LRG_130p3	112090588	112179823
LRG_131t1	TAZ	X	1	153639877	153650065	153639877-153640289,153640423-153640551,153641544-153641589,153641819-153641904,153642438-153642527,153647882-153647962,153648044-153648085,153648371-153648433,153648551-153648603,153648997-153649074,153649242-153650065	LRG_131p1	153640181	153649343
LRG_132t1	ACTB	7	-1	5566779	5570232	5566779-5567522,5567635-5567816,5567912-5568350,5568792-5569031,5569166-5569294,5570155-5570232	LRG_132p1	5567379	5569288
LRG_133t1	AK2	1	-1	33473586	33502492	33473586-33476434,33478808-33479003,33480123-33480195,33486968-33487062,33487194-33487304,33490043-33490168,33502337-33502492	LRG_133p1	33476430	33502429
LRG_134t1	FAS	10	1	90750288	90775542	90750288-90750663,90762786-90762951,90767457-90767594,90768646-90768754,90770296-90770357,90770510-90770572,90771756-90771838,90773100-90773124,90773876-90775542	LRG_134p1	90750634	90774207
LRG_135t1	ATM	11	1	108093559	108239826	108093559-108093913,108098322-108098423,108098503-108098615,108099905-108100050,108106397-108106561,108114680-108114845,108115515-108115753,108117691-108117854,108119660-108119829,108121428-108121799,108122564-108122758,108123544-108123639,108124541-108124766,108126942-108127067,108128208-108128333,108129713-108129802,108137898-108138069,108139137-108139336,108141791-108141873,108141978-108142133,108143259-108143334,108143449-108143579,108150218-108150335,108151722-108151895,108153437-108153606,108154954-108155200,108158327-108158442,108159704-108159830,108160329-108160528,108163346-108163520,108164040-108164204,108165654-108165786,108168014-108168109,108170441-108170612,108172375-108172516,108173580-108173756,108175402-108175579,108178624-108178711,108180887-108181042,108183138-108183225,108186550-108186638,108186738-108186840,108188100-108188248,108190681-108190785,108192028-108192147,108196037-108196271,108196785-108196952,108198372-108198485,108199748-108199965,108200941-108201148,108202171-108202284,108202606-108202764,108203489-108203627,108204613-108204695,108205696-108205836,108206572-108206688,108213949-108214098,108216470-108216635,108218006-108218092,108224493-108224607,108225538-108225601,108235809-108235945,108236052-108239826	LRG_135p1	108098352	108236235
LRG_136t1	CFB	6	1	31913721	31919861	31913721-31914062,31914150-31914383,31914784-31914969,31915125-31915298,31915519-31915620,31915722-31915858,31916151-31916289,31916607-31916738,31917020-31917121,31917197-31917334,31917827-31917924,31918063-31918180,31918396-31918549,31918645-31918721,31918921-31919021,31919118-31919250,31919332-31919381,31919652-31919861	LRG_136p1	31913999	31919807
LRG_137t1	C4A	6	1	31949834	31970457	31949834-31949949,31950082-31950280,31950495-31950696,31950906-31950976,31951055-31951143,31951362-31951444,31951615-31951711,31951850-31951955,31952053-31952185,31958969-31959084,31959184-31959363,31959509-31959691,31959824-31960009,31960163-31960321,31960573-31960699,31960867-31960941,31961202-31961399,31961491-31961602,31961693-31961763,31962022-31962161,31962275-31962484,31962729-31962780,31962882-31962971,31963107-31963316,31963496-31963571,31963732-31963888,31963984-31964100,31964206-31964377,31964606-31964838,31964921-31965088,31965482-31965541,31966591-31966684,31966782-31966968,31967083-31967173,31967264-31967338,31968830-31968932,31969098-31969187,31969273-31969371,31969554-31969637,31969900-31970032,31970176-31970457	LRG_137p1	31949885	31970317
